date_raw,date,Ash Plantain  1kg,Ash Pumpkin  1kg,Bandakka  1kg,Brinjal  1kg,Bitter Guard  1kg,Cucumber  1kg,Red Pumpkin  1kg,Snake Gourd  1kg,Gotukola  Bunch,Kankun  Bunch,Kathurumurunga  Bunch,Kohila Leaves  Bunch,Kohila Yams  1kg,Vetakolu  1kg,Green Chillies  1kg,Cap Chillies  1kg,Leeks  1kg,Limes  1kg,Local Potatoes 1Kg,Imported Potatoes  1Kg,Mukunuwenna  Bunch,Nivithi  500g,Sarana  Bunch,Thampala  Bunch,Beans Butter  1kg,Beans Green  1kg,Long Beans  1kg,Beet Root  1kg,Cabbagge Seed  1kg,Carrot  1kg,Drumstick  1kg,KnolKhol  1kg,Raddish  1kg,Tomatoe No1.  1kg,year,month,week_of_year
W4.Sep.2018,2018-09-22,142.22,112.5,142.7,152.81,162.86,97.84,116.57,149.7,33.85,37.67,41.43,44.44,141.94,153.55,232.26,175.56,144.44,478.33,151.41,109.44,37.67,46.67,42.0,46.92,320.0,155.89,143.89,137.73,163.31,218.86,175.76,135.26,103.75,78.89,2018.0,9.0,38
W1.Oct.2018,2018-10-01,142.78,117.14,143.33,150.54,164.0,98.92,117.71,147.27,35.0,37.33,41.25,44.0,141.29,156.97,240.32,176.67,145.14,496.55,145.0,106.67,36.67,47.5,41.88,47.69,320.0,153.73,145.14,137.73,162.24,210.86,175.76,136.0,106.21,78.89,2018.0,10.0,40
W2.Oct.2018,2018-10-08,138.78,144.0,145.85,149.51,201.88,104.62,114.36,171.94,35.38,36.67,41.25,42.22,157.59,167.59,240.28,184.63,143.08,581.43,148.15,105.42,36.0,48.18,42.5,47.69,320.0,203.9,159.38,141.71,144.63,199.75,177.78,144.13,124.62,100.13,2018.0,10.0,41
W3.Oct.2018,2018-10-15,145.97,138.18,168.72,186.1,261.94,136.43,119.46,204.38,36.15,37.33,40.63,42.0,173.57,186.88,267.06,267.65,160.0,742.86,142.76,107.14,36.67,49.09,43.13,47.86,336.0,258.97,186.56,149.19,179.68,225.64,231.72,181.33,164.87,146.9,2018.0,10.0,42
W4.Oct.2018,2018-10-22,161.25,144.0,173.11,193.94,285.93,139.42,124.0,206.29,37.14,39.0,40.77,44.29,175.31,198.57,357.81,287.59,162.79,761.81,141.44,107.73,38.21,48.89,45.56,47.5,380.0,281.53,212.41,169.68,186.06,228.11,257.6,177.14,171.67,175.43,2018.0,10.0,43
W1.Nov.2018,2018-11-01,160.0,150.0,199.65,209.56,297.79,145.79,130.0,214.7,38.57,39.64,41.54,45.0,169.31,218.82,356.9,420.79,217.33,749.92,170.0,115.91,37.67,51.11,46.25,46.67,380.0,306.41,230.24,199.54,214.86,322.19,365.0,206.15,189.0,281.94,2018.0,11.0,44
W2.Nov.2018,2018-11-08,158.92,165.71,216.71,215.25,300.79,158.82,132.97,226.25,38.67,39.64,40.71,46.0,175.0,213.1,360.34,417.35,234.68,756.06,186.14,124.76,38.33,52.0,47.78,47.78,400.0,361.58,242.58,212.77,218.92,348.65,368.0,253.33,207.14,377.65,2018.0,11.0,45
W3.Nov.2018,2018-11-15,159.43,168.0,212.57,205.88,310.4,143.54,131.05,221.73,40.0,39.64,40.71,47.0,172.6,206.4,397.58,414.44,274.11,795.24,183.04,122.73,38.33,52.0,47.78,48.89,400.0,320.57,237.14,236.47,229.94,334.87,372.0,257.14,205.25,366.91,2018.0,11.0,46
W4.Nov.2018,2018-11-22,162.11,177.14,217.78,205.52,305.45,151.17,136.84,224.4,39.33,39.64,40.0,45.45,178.44,201.74,395.14,431.5,274.89,785.0,182.8,121.48,38.33,51.82,46.36,49.09,400.0,333.16,247.69,248.75,238.76,353.33,400.0,271.11,210.7,374.37,2018.0,11.0,47
W1.Dec.2018,2018-12-01,166.67,173.33,221.33,213.85,312.38,151.71,137.58,237.66,39.23,39.58,40.0,45.56,180.64,210.53,415.0,433.33,281.7,794.12,185.0,121.74,38.08,52.22,46.67,48.89,400.0,344.85,256.67,247.41,241.27,357.06,400.0,282.35,217.98,377.83,2018.0,12.0,48
W2.Dec.2018,2018-12-08,152.57,168.89,184.67,186.33,286.21,125.0,127.69,176.22,38.57,38.85,41.54,45.56,159.35,204.13,613.33,398.33,251.0,734.14,182.17,121.0,37.5,52.5,47.78,47.78,400.0,276.5,183.45,251.97,193.28,272.94,,256.19,159.38,378.28,2018.0,12.0,49
W3.Dec.2018,2018-12-15,148.75,140.0,169.45,186.84,273.76,114.0,126.67,184.44,38.67,38.93,40.71,45.0,152.9,205.66,711.03,418.95,240.98,613.46,184.4,129.17,37.0,52.5,47.0,47.0,400.0,240.49,169.32,248.41,194.87,243.41,,244.21,156.25,367.89,2018.0,12.0,50
W4.Dec.2018,2018-12-22,144.44,140.0,167.9,191.43,237.04,111.67,108.95,175.0,40.0,38.93,40.71,46.0,148.57,199.29,727.0,406.42,237.21,600.0,176.3,124.29,37.0,53.75,48.0,47.0,320.0,198.24,163.43,230.56,185.17,210.81,,234.29,151.67,231.49,2018.0,12.0,51
W1.Jan.2019,2019-01-01,144.0,144.0,155.68,189.71,242.58,119.23,103.23,170.83,39.33,38.33,40.0,45.0,144.55,196.0,700.0,401.71,213.51,560.0,168.26,106.94,37.67,52.22,47.78,46.67,320.0,192.0,161.29,219.43,189.09,195.68,,225.0,150.97,182.5,2019.0,1.0,1
W2.Jan.2019,2019-01-08,147.03,137.14,165.79,183.16,232.94,123.68,92.97,169.7,40.0,37.67,39.23,44.55,144.24,201.25,551.43,345.71,178.42,458.57,173.33,97.22,37.0,51.11,47.0,45.0,310.0,203.16,162.35,208.82,172.31,184.21,,207.69,136.22,149.14,2019.0,1.0,2
W3.Jan.2019,2019-01-15,151.25,128.0,163.53,175.78,207.5,117.3,92.12,146.67,39.29,36.79,40.36,45.45,147.5,199.12,444.31,300.42,178.59,314.06,180.42,87.83,37.5,51.54,47.69,45.83,316.0,183.65,159.29,200.57,145.56,174.32,600.0,192.0,143.75,145.53,2019.0,1.0,3
W4.Jan.2019,2019-01-22,149.73,128.89,164.21,160.45,208.63,119.0,89.14,148.42,38.0,38.33,40.63,44.0,146.43,192.06,421.53,293.59,176.1,315.64,184.44,87.1,38.33,50.0,47.5,47.27,300.0,190.97,155.09,191.5,141.5,175.45,600.0,186.21,133.68,134.95,2019.0,1.0,4
W1.Feb.2019,2019-02-01,147.03,126.67,167.37,156.95,205.47,117.5,90.86,149.74,37.14,39.0,40.67,42.5,148.28,191.12,410.72,297.11,168.11,305.0,178.24,90.32,39.0,50.0,47.69,45.83,300.0,194.95,153.53,192.0,140.5,173.95,600.0,188.39,133.0,132.32,2019.0,2.0,5
W2.Feb.2019,2019-02-08,144.86,130.0,144.86,134.21,192.22,106.67,91.58,137.22,37.33,37.81,41.25,45.0,136.67,166.29,359.7,214.11,144.21,276.56,169.17,100.56,37.81,49.29,47.14,45.38,296.67,142.7,146.67,118.27,126.67,151.28,490.74,157.39,127.27,106.35,2019.0,2.0,6
W3.Feb.2019,2019-02-15,146.67,133.33,144.83,121.48,192.0,107.74,95.71,140.0,36.15,36.79,41.43,45.0,137.78,167.22,361.03,216.67,142.67,268.97,164.71,98.61,36.79,49.23,46.67,45.0,293.33,146.48,134.4,116.55,126.4,151.81,370.0,158.42,128.7,103.73,2019.0,2.0,7
